timestamp,currency,impact,event,actual,forecast,previous
2010-08-17 03:30:00,GBP,Low Impact Expected,RPI y/y,4.8%,4.9%,5.0%
2010-08-17 04:00:00,EUR,High Impact Expected,German ZEW Economic Sentiment,14.0,20.9,21.2
2010-08-17 04:00:00,EUR,Medium Impact Expected,ZEW Economic Sentiment,15.8,10.6,10.7
2010-08-17 04:30:00,GBP,High Impact Expected,BOE Inflation Letter,,,
2010-08-17 05:00:00,AUD,High Impact Expected,RBA Gov Stevens Speaks,,,
2010-08-17 07:30:00,CAD,Medium Impact Expected,Foreign Securities Purchases,5.39B,9.42B,23.04B
2010-08-17 07:30:00,CAD,Medium Impact Expected,Manufacturing Sales m/m,0.1%,-0.4%,0.5%
2010-08-17 07:30:00,USD,High Impact Expected,Building Permits,0.57M,0.58M,0.58M
2010-08-17 07:30:00,USD,High Impact Expected,PPI m/m,0.2%,0.2%,-0.5%
2010-08-17 07:30:00,USD,Medium Impact Expected,Core PPI m/m,0.3%,0.2%,0.1%
2010-08-17 07:30:00,USD,Medium Impact Expected,Housing Starts,0.55M,0.57M,0.54M
2010-08-17 08:00:00,USD,Medium Impact Expected,Treasury Sec Geithner Speaks,,,
2010-08-17 08:15:00,USD,Medium Impact Expected,Capacity Utilization Rate,74.8%,74.6%,74.1%
2010-08-17 08:15:00,USD,Medium Impact Expected,Industrial Production m/m,1.0%,0.5%,-0.1%
2010-08-17 19:30:00,AUD,Medium Impact Expected,MI Leading Index m/m,0.0%,,0.3%
2010-08-17 20:30:00,AUD,Medium Impact Expected,Wage Price Index q/q,0.8%,0.9%,0.9%
2010-08-18 03:30:00,GBP,High Impact Expected,MPC Asset Purchase Facility Votes,0-0-9,0-0-9,0-0-8
2010-08-18 03:30:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,1-0-8,1-0-8,1-0-7
2010-08-18 04:09:00,EUR,Medium Impact Expected,German 10-y Bond Auction,2.37|1.6,,2.56|1.4
2010-08-18 09:30:00,USD,Medium Impact Expected,Crude Oil Inventories,-0.8M,-1.1M,-3.0M
2010-08-18 17:45:00,NZD,High Impact Expected,PPI Input q/q,1.4%,0.6%,1.3%
2010-08-18 17:45:00,NZD,Low Impact Expected,PPI Output q/q,1.1%,0.7%,1.8%
2010-08-18 23:30:00,JPY,Low Impact Expected,All Industries Activity m/m,0.1%,-0.2%,0.1%
2010-08-19 01:00:00,EUR,Medium Impact Expected,German PPI m/m,0.5%,0.2%,0.6%
2010-08-19 01:15:00,CHF,Medium Impact Expected,Trade Balance,2.89B,1.86B,1.77B
2010-08-19 03:30:00,GBP,High Impact Expected,Retail Sales m/m,1.1%,0.4%,0.7%
2010-08-19 03:30:00,GBP,Medium Impact Expected,Prelim Mortgage Approvals,47K,47K,48K
2010-08-19 03:30:00,GBP,Medium Impact Expected,Public Sector Net Borrowing,3.2B,5.2B,13.9B
2010-08-19 03:30:00,GBP,Low Impact Expected,M4 Money Supply m/m,0.4%,0.2%,0.1%
2010-08-19 04:00:00,CHF,Medium Impact Expected,Credit Suisse Economic Expectations,9.1,,2.2
2010-08-19 05:00:00,EUR,Low Impact Expected,German Buba Monthly Report,,,
2010-08-19 05:00:00,GBP,Medium Impact Expected,CBI Industrial Order Expectations,-14,-14,-16
2010-08-19 07:30:00,CAD,Medium Impact Expected,Leading Index m/m,0.4%,0.7%,0.7%
2010-08-19 07:30:00,CAD,Medium Impact Expected,Wholesale Sales m/m,-0.3%,0.4%,0.0%
2010-08-19 07:30:00,USD,High Impact Expected,Unemployment Claims,500K,478K,488K
2010-08-19 09:00:00,USD,High Impact Expected,Philly Fed Manufacturing Index,-7.7,7.1,5.1
2010-08-19 09:00:00,USD,Low Impact Expected,CB Leading Index m/m,0.1%,0.2%,-0.3%
2010-08-19 09:30:00,CAD,Low Impact Expected,BOC Review,,,
2010-08-19 09:30:00,USD,Low Impact Expected,Natural Gas Storage,27B,32B,37B
2010-08-19 11:30:00,USD,Medium Impact Expected,FOMC Member Bullard Speaks,,,
2010-08-19 17:51:00,NZD,Low Impact Expected,Visitor Arrivals m/m,1.4%,,0.7%
2010-08-19 20:45:00,AUD,Medium Impact Expected,RBA Deputy Gov Battellino Speaks,,,
2010-08-19 22:00:00,NZD,Low Impact Expected,Credit Card Spending y/y,2.7%,,4.4%
2010-08-20 06:00:00,CAD,High Impact Expected,Core CPI m/m,-0.1%,0.1%,-0.1%
2010-08-20 06:00:00,CAD,Medium Impact Expected,CPI m/m,0.5%,0.0%,-0.1%
2010-08-20 00:00:00,AUD,Low Impact Expected,Parliamentary Elections,,,
2010-08-23 02:00:00,EUR,Medium Impact Expected,French Flash Manufacturing PMI,54.7,53.3,53.9
2010-08-23 02:00:00,EUR,Medium Impact Expected,French Flash Services PMI,59.9,60.7,61.1
2010-08-23 02:30:00,EUR,Medium Impact Expected,German Flash Manufacturing PMI,58.2,60.9,61.2
2010-08-23 02:30:00,EUR,Medium Impact Expected,German Flash Services PMI,58.5,56.3,56.5
2010-08-23 03:00:00,EUR,Medium Impact Expected,Flash Manufacturing PMI,55.0,56.3,56.7
2010-08-23 03:00:00,EUR,Medium Impact Expected,Flash Services PMI,55.6,55.6,55.8
2010-08-23 09:03:00,EUR,Low Impact Expected,Consumer Confidence,-12,-13,-14
2010-08-23 09:30:00,USD,Medium Impact Expected,FOMC Member Hoenig Speaks,,,
2010-08-23 22:00:00,NZD,High Impact Expected,Inflation Expectations q/q,2.6%,,2.8%
2010-08-24 01:00:00,EUR,Low Impact Expected,German Final GDP q/q,2.2%,2.2%,2.2%
2010-08-24 03:30:00,GBP,Medium Impact Expected,High Street Lending,33.7K,35.3K,34.6K
2010-08-24 04:00:00,EUR,Medium Impact Expected,Industrial New Orders m/m,2.5%,1.6%,4.1%
2010-08-24 07:30:00,CAD,High Impact Expected,Core Retail Sales m/m,-0.5%,0.1%,-0.3%
2010-08-24 07:30:00,CAD,Medium Impact Expected,Retail Sales m/m,0.1%,0.4%,-0.4%
2010-08-24 08:00:00,EUR,Medium Impact Expected,Belgian NBB Business Climate,-5.1,-6.1,-6.5
2010-08-24 09:00:00,USD,High Impact Expected,Existing Home Sales,3.83M,4.68M,5.26M
2010-08-24 09:02:00,USD,Low Impact Expected,Richmond Manufacturing Index,11,14,16
2010-08-24 11:30:00,CAD,Medium Impact Expected,Gov Council Member Murray Speaks,,,
2010-08-24 18:50:00,JPY,Medium Impact Expected,Trade Balance,0.61T,0.47T,0.51T
2010-08-24 18:50:00,JPY,Low Impact Expected,SPPI y/y,-1.2%,-0.9%,-1.0%
2010-08-24 20:30:00,AUD,Medium Impact Expected,Construction Work Done q/q,3.5%,3.0%,4.2%
2010-08-25 03:00:00,EUR,High Impact Expected,German Ifo Business Climate,106.7,105.8,106.2
2010-08-25 07:30:00,CAD,Low Impact Expected,Corporate Profits q/q,-1.8%,,4.8%
2010-08-25 07:30:00,USD,High Impact Expected,Core Durable Goods Orders m/m,-3.8%,0.6%,0.2%
2010-08-25 07:30:00,USD,Medium Impact Expected,Durable Goods Orders m/m,0.3%,2.9%,-0.1%
2010-08-25 09:00:00,USD,High Impact Expected,New Home Sales,276K,333K,315K
2010-08-25 09:00:00,USD,Low Impact Expected,HPI m/m,-0.3%,0.1%,0.5%
2010-08-25 09:30:00,USD,Medium Impact Expected,Crude Oil Inventories,4.1M,0.1M,-0.8M
2010-08-25 19:00:00,AUD,Medium Impact Expected,CB Leading Index m/m,0.1%,,0.4%
2010-08-25 20:30:00,AUD,High Impact Expected,Private Capital Expenditure q/q,-4.0%,2.3%,-1.0%
2010-08-26 01:00:00,EUR,Medium Impact Expected,German GfK Consumer Climate,4.1,4.1,4.0
2010-08-26 02:15:00,CHF,Medium Impact Expected,Employment Level,3.97M,3.97M,3.96M
2010-08-26 03:00:00,EUR,Medium Impact Expected,M3 Money Supply y/y,0.2%,0.4%,0.2%
2010-08-26 03:00:00,EUR,Low Impact Expected,Private Loans y/y,0.9%,0.4%,0.5%
2010-08-26 05:00:00,GBP,Medium Impact Expected,CBI Realized Sales,35,23,33
2010-08-26 07:30:00,USD,High Impact Expected,Unemployment Claims,473K,488K,504K
2010-08-26 09:00:00,USD,Medium Impact Expected,Mortgage Delinquencies,9.85%,,10.06%
2010-08-26 09:30:00,USD,Low Impact Expected,Natural Gas Storage,40B,38B,27B
2010-08-26 00:00:00,All,Medium Impact Expected,Jackson Hole Symposium,,,
2010-08-26 18:30:00,JPY,Medium Impact Expected,Household Spending y/y,1.1%,1.5%,0.5%
2010-08-26 18:30:00,JPY,Medium Impact Expected,Tokyo Core CPI y/y,-1.1%,-1.2%,-1.3%
2010-08-26 18:30:00,JPY,Low Impact Expected,National Core CPI y/y,-1.1%,-1.1%,-1.0%
2010-08-26 18:30:00,JPY,Low Impact Expected,Unemployment Rate,5.2%,5.3%,5.3%
2010-08-27 01:00:00,EUR,Low Impact Expected,German Import Prices m/m,-0.2%,0.1%,0.9%
2010-08-27 00:00:00,EUR,Medium Impact Expected,German Prelim CPI m/m,0.0%,0.2%,0.3%
2010-08-27 03:30:00,GBP,High Impact Expected,Second Estimate GDP q/q,1.2%,1.1%,1.1%
2010-08-27 03:30:00,GBP,Medium Impact Expected,Prelim Business Investment q/q,-1.6%,2.3%,7.8%
2010-08-27 03:30:00,GBP,Low Impact Expected,Index of Services 3m/3m,0.7%,0.7%,1.0%
2010-08-27 04:30:00,CHF,High Impact Expected,KOF Economic Barometer,2.18,2.22,2.22
2010-08-27 07:30:00,USD,High Impact Expected,Prelim GDP q/q,1.6%,1.5%,2.4%
2010-08-27 07:30:00,USD,Low Impact Expected,Prelim GDP Price Index q/q,1.9%,1.8%,1.8%
2010-08-27 08:55:00,USD,Medium Impact Expected,Revised UoM Consumer Sentiment,68.9,69.8,69.6
2010-08-27 08:55:00,USD,Low Impact Expected,Revised UoM Inflation Expectations,2.7%,,2.8%
2010-08-27 09:00:00,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
2010-08-27 00:00:00,All,Medium Impact Expected,Jackson Hole Symposium,,,
2010-08-27 11:50:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
2010-08-28 10:00:00,GBP,Medium Impact Expected,MPC Member Bean Speaks,,,
2010-08-28 00:00:00,All,Medium Impact Expected,Jackson Hole Symposium,,,
2010-08-29 17:48:00,NZD,Medium Impact Expected,Trade Balance,-186M,-28M,214M
2010-08-29 20:00:00,AUD,Medium Impact Expected,HIA New Home Sales m/m,-7.0%,,-5.1%
2010-08-29 20:30:00,AUD,Low Impact Expected,Company Operating Profits q/q,18.9%,5.9%,4.3%
2010-08-29 22:00:00,NZD,High Impact Expected,ANZ Business Confidence,16.4,,27.9
2010-08-29 22:11:00,JPY,High Impact Expected,Monetary Policy Statement,,,
2010-08-29 22:11:00,JPY,Medium Impact Expected,Overnight Call Rate,0.10%,0.10%,0.10%
2010-08-30 01:21:00,JPY,High Impact Expected,BOJ Press Conference,,,
2010-08-30 00:00:00,GBP,Non-Economic,Bank Holiday,,,
2010-08-30 03:00:00,EUR,Low Impact Expected,Retail PMI,49.7,,52.4
2010-08-30 04:32:00,EUR,Medium Impact Expected,Italian 10-y Bond Auction,3.81|1.3,,3.92|1.3
2010-08-30 07:30:00,CAD,Medium Impact Expected,Current Account,-11.0B,-10.2B,-8.5B
2010-08-30 07:30:00,CAD,Medium Impact Expected,RMPI m/m,1.8%,0.3%,-0.2%
2010-08-30 07:30:00,CAD,Low Impact Expected,IPPI m/m,0.1%,0.5%,-0.9%
2010-08-30 07:30:00,USD,Medium Impact Expected,Core PCE Price Index m/m,0.1%,0.1%,0.0%
2010-08-30 07:30:00,USD,Medium Impact Expected,Personal Spending m/m,0.4%,0.4%,0.0%
2010-08-30 07:30:00,USD,Low Impact Expected,Personal Income m/m,0.2%,0.3%,0.0%
2010-08-30 11:30:00,USD,Low Impact Expected,President Obama Speaks,,,
2010-08-30 12:30:00,USD,Medium Impact Expected,FOMC Member Bullard Speaks,,,
2010-08-30 17:45:00,NZD,Medium Impact Expected,Building Consents m/m,3.1%,,3.3%
2010-08-30 18:00:00,AUD,Medium Impact Expected,RBA Assist Gov Debelle Speaks,,,
2010-08-30 18:01:00,GBP,Medium Impact Expected,GfK Consumer Confidence,-18,-23,-22
2010-08-30 18:15:00,JPY,Low Impact Expected,Final Manufacturing PMI,50.1,,52.8
2010-08-30 18:50:00,JPY,Medium Impact Expected,Prelim Industrial Production m/m,0.3%,-0.3%,-1.1%
2010-08-30 18:50:00,JPY,Medium Impact Expected,Retail Sales y/y,3.9%,3.6%,3.3%
2010-08-30 20:30:00,AUD,High Impact Expected,Building Approvals m/m,2.3%,-0.6%,-3.4%
2010-08-30 20:30:00,AUD,High Impact Expected,Retail Sales m/m,0.7%,0.4%,0.4%
2010-08-30 20:30:00,AUD,Medium Impact Expected,Current Account,-5.6B,-6.4B,-16.5B
2010-08-30 20:30:00,AUD,Medium Impact Expected,Private Sector Credit m/m,0.1%,0.3%,0.2%
2010-08-30 20:30:00,JPY,Medium Impact Expected,Average Cash Earnings y/y,1.3%,0.9%,1.8%
2010-08-31 00:00:00,JPY,Low Impact Expected,Housing Starts y/y,4.3%,2.5%,0.6%
2010-08-31 01:00:00,CHF,Medium Impact Expected,UBS Consumption Indicator,1.86,,1.80
2010-08-31 02:55:00,EUR,Medium Impact Expected,German Unemployment Change,-17K,-19K,-21K
2010-08-31 03:00:00,EUR,Low Impact Expected,Italian Retail Sales m/m,0.3%,0.2%,-0.1%
2010-08-31 03:30:00,GBP,Medium Impact Expected,Net Lending to Individuals m/m,0.3B,0.7B,0.5B
2010-08-31 03:30:00,GBP,Low Impact Expected,Mortgage Approvals,49K,47K,49K
2010-08-31 04:00:00,EUR,Medium Impact Expected,CPI Flash Estimate y/y,1.6%,1.6%,1.7%
2010-08-31 04:00:00,EUR,Medium Impact Expected,Unemployment Rate,10.0%,10.0%,10.0%
2010-08-31 04:00:00,EUR,Low Impact Expected,Italian Prelim CPI m/m,0.2%,0.2%,0.4%
2010-08-31 05:00:00,EUR,Low Impact Expected,Italian Monthly Unemployment Rate,8.4%,8.6%,8.5%
2010-08-31 07:30:00,CAD,High Impact Expected,GDP m/m,0.2%,0.2%,0.1%
2010-08-31 08:00:00,USD,Medium Impact Expected,S&P/CS Composite-20 HPI y/y,4.2%,3.8%,4.6%
2010-08-31 08:45:00,USD,Medium Impact Expected,Chicago PMI,56.7,57.3,62.3
2010-08-31 09:00:00,USD,High Impact Expected,CB Consumer Confidence,53.5,50.7,51.0
2010-08-31 13:00:00,USD,High Impact Expected,FOMC Meeting Minutes,,,
2010-08-31 18:28:00,AUD,Low Impact Expected,AIG Manufacturing Index,51.7,,54.4
2010-08-31 19:57:00,CNY,High Impact Expected,Manufacturing PMI,51.7,51.6,51.2
2010-08-31 20:30:00,AUD,High Impact Expected,GDP q/q,1.2%,0.9%,0.7%
2010-08-31 21:30:00,CNY,Medium Impact Expected,Caixin Manufacturing PMI,51.9,,49.4
2010-08-31 22:13:00,NZD,Low Impact Expected,ANZ Commodity Prices m/m,-1.4%,,-0.8%
2010-08-31 22:45:00,JPY,Low Impact Expected,10-y Bond Auction,1.05|3.2,,1.06|4.2
2010-09-01 01:00:00,EUR,Medium Impact Expected,German Retail Sales m/m,-0.3%,0.6%,-0.3%
2010-09-01 01:30:00,AUD,Medium Impact Expected,Commodity Prices y/y,52.7%,,52.4%
2010-09-01 02:15:00,EUR,Medium Impact Expected,Spanish Manufacturing PMI,51.2,,51.6
2010-09-01 02:30:00,CHF,Medium Impact Expected,Manufacturing PMI,61.4,65.9,66.9
2010-09-01 02:45:00,EUR,Medium Impact Expected,Italian Manufacturing PMI,52.8,53.6,54.4
2010-09-01 02:50:00,EUR,Low Impact Expected,French Final Manufacturing PMI,55.1,54.7,54.7
2010-09-01 02:55:00,EUR,Low Impact Expected,German Final Manufacturing PMI,58.2,58.2,58.2
2010-09-01 03:00:00,EUR,Low Impact Expected,Final Manufacturing PMI,55.1,55.0,55.0
2010-09-01 03:30:00,GBP,High Impact Expected,Manufacturing PMI,54.3,57.1,56.9
2010-09-01 06:30:00,USD,Low Impact Expected,Challenger Job Cuts y/y,-54.5%,,-57.2%
2010-09-01 07:15:00,USD,High Impact Expected,ADP Non-Farm Employment Change,-10K,20K,37K
2010-09-01 09:00:00,USD,High Impact Expected,ISM Manufacturing PMI,56.3,53.2,55.5
2010-09-01 09:00:00,USD,Low Impact Expected,Construction Spending m/m,-1.0%,-0.4%,-0.8%
2010-09-01 09:00:00,USD,Low Impact Expected,ISM Manufacturing Prices,61.5,55.5,57.5
2010-09-01 09:30:00,NZD,Low Impact Expected,GDT Price Index,16.6%,,-8.1%
2010-09-01 09:30:00,USD,Medium Impact Expected,Crude Oil Inventories,3.4M,1.3M,4.1M
2010-09-01 09:45:00,USD,Low Impact Expected,FOMC Member Duke Speaks,,,
2010-09-01 00:00:00,USD,Low Impact Expected,Total Vehicle Sales,11.5M,11.6M,12.1M
2010-09-01 18:50:00,JPY,Low Impact Expected,Monetary Base y/y,5.4%,6.3%,6.1%
2010-09-01 20:30:00,AUD,High Impact Expected,Trade Balance,1.89B,3.11B,3.44B
2010-09-02 00:45:00,CHF,Medium Impact Expected,GDP q/q,0.9%,0.8%,1.0%
2010-09-02 01:00:00,GBP,High Impact Expected,Nationwide HPI m/m,-0.9%,-0.3%,-0.5%
2010-09-02 02:00:00,EUR,Medium Impact Expected,Spanish Unemployment Change,61.1K,,-73.8K
2010-09-02 02:15:00,CHF,High Impact Expected,Retail Sales y/y,4.8%,2.3%,1.0%
2010-09-02 03:30:00,GBP,Medium Impact Expected,Construction PMI,52.1,53.5,54.1
2010-09-02 04:00:00,EUR,Low Impact Expected,PPI m/m,0.2%,0.2%,0.3%
2010-09-02 04:00:00,EUR,Low Impact Expected,Revised GDP q/q,1.0%,1.0%,1.0%
2010-09-02 04:15:00,EUR,Medium Impact Expected,French 10-y Bond Auction,2.55|2.2,,3.04|3.5
2010-09-02 06:45:00,EUR,High Impact Expected,Main Refinancing Rate,1.00%,1.00%,1.00%
2010-09-02 07:30:00,EUR,High Impact Expected,ECB Press Conference,,,
2010-09-02 07:30:00,USD,High Impact Expected,Unemployment Claims,472K,476K,478K
2010-09-02 07:30:00,USD,Medium Impact Expected,Revised Nonfarm Productivity q/q,-1.8%,-1.9%,-0.9%
2010-09-02 07:30:00,USD,Low Impact Expected,Revised Unit Labor Costs q/q,1.1%,1.3%,0.2%
2010-09-02 08:00:00,USD,High Impact Expected,Fed Chairman Bernanke Testifies,,,
2010-09-02 09:00:00,USD,High Impact Expected,Pending Home Sales m/m,5.2%,-1.3%,-2.8%
2010-09-02 09:00:00,USD,Medium Impact Expected,Factory Orders m/m,0.1%,0.4%,-0.6%
2010-09-02 09:30:00,USD,Low Impact Expected,Natural Gas Storage,54B,56B,40B
2010-09-02 18:29:00,AUD,Medium Impact Expected,AIG Services Index,47.5,,46.6
2010-09-02 18:50:00,JPY,Medium Impact Expected,Capital Spending q/y,-1.7%,-6.6%,-11.5%
2010-09-02 19:45:00,GBP,Medium Impact Expected,MPC Member Tucker Speaks,,,
2010-09-02 20:00:00,CNY,Low Impact Expected,Non-Manufacturing PMI,60.1,,60.1
2010-09-03 02:15:00,CHF,Medium Impact Expected,CPI m/m,0.0%,0.1%,-0.7%
2010-09-03 02:15:00,EUR,Low Impact Expected,Spanish Services PMI,49.2,,51.3
2010-09-03 02:45:00,EUR,Low Impact Expected,Italian Services PMI,51.4,50.1,49.6
2010-09-03 02:50:00,EUR,Low Impact Expected,French Final Services PMI,60.4,59.9,59.9
2010-09-03 02:55:00,EUR,Low Impact Expected,German Final Services PMI,57.2,58.5,58.5
2010-09-03 03:00:00,EUR,Low Impact Expected,Final Services PMI,55.9,55.6,55.6
2010-09-03 03:30:00,GBP,High Impact Expected,Services PMI,51.3,53.0,53.1
2010-09-03 04:00:00,EUR,Medium Impact Expected,Retail Sales m/m,0.1%,0.3%,0.2%
2010-09-03 07:30:00,USD,High Impact Expected,Non-Farm Employment Change,-54K,-101K,-54K
2010-09-03 07:30:00,USD,High Impact Expected,Unemployment Rate,9.6%,9.6%,9.5%
2010-09-03 07:30:00,USD,Medium Impact Expected,Average Hourly Earnings m/m,0.3%,0.1%,0.2%
2010-09-03 09:00:00,USD,High Impact Expected,ISM Non-Manufacturing PMI,51.5,53.6,54.3
2010-09-04 06:15:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
2010-09-05 13:00:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
2010-09-05 19:30:00,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.2%,,0.1%
2010-09-05 20:30:00,AUD,High Impact Expected,ANZ Job Advertisements m/m,2.6%,,1.4%
2010-09-06 02:00:00,CHF,High Impact Expected,Foreign Currency Reserves,218B,,220B
2010-09-06 03:30:00,EUR,Low Impact Expected,Sentix Investor Confidence,7.6,8.7,8.5
2010-09-06 00:00:00,CAD,Non-Economic,Bank Holiday,,,
2010-09-06 00:00:00,USD,Non-Economic,Bank Holiday,,,
2010-09-06 14:10:00,USD,Low Impact Expected,President Obama Speaks,,,
2010-09-06 18:00:00,GBP,Medium Impact Expected,BRC Retail Sales Monitor y/y,1.0%,,0.5%
2010-09-06 18:28:00,AUD,Low Impact Expected,AIG Construction Index,43.2,,43.3
2010-09-06 22:39:00,JPY,Medium Impact Expected,Monetary Policy Statement,,,
2010-09-06 22:39:00,JPY,Medium Impact Expected,Overnight Call Rate,0.10%,0.10%,0.10%
2010-09-06 23:30:00,AUD,High Impact Expected,Cash Rate,4.50%,4.50%,4.50%
2010-09-06 23:30:00,AUD,High Impact Expected,RBA Rate Statement,,,
2010-09-07 00:00:00,JPY,Low Impact Expected,Leading Indicators,98.2%,98.3%,99.0%
2010-09-07 00:45:00,CHF,Low Impact Expected,Unemployment Rate,3.8%,3.7%,3.8%
2010-09-07 02:13:00,JPY,High Impact Expected,BOJ Press Conference,,,
2010-09-07 00:00:00,EUR,Medium Impact Expected,ECOFIN Meetings,,,
2010-09-07 05:00:00,EUR,Medium Impact Expected,German Factory Orders m/m,-2.2%,0.6%,3.6%
2010-09-07 18:00:00,GBP,Low Impact Expected,BRC Shop Price Index y/y,1.7%,,1.5%
2010-09-07 18:50:00,JPY,Medium Impact Expected,Core Machinery Orders m/m,8.8%,1.9%,1.6%
2010-09-07 18:50:00,JPY,Low Impact Expected,Bank Lending y/y,-1.9%,,-1.8%
2010-09-07 18:50:00,JPY,Low Impact Expected,Current Account,1.46T,1.38T,1.36T
2010-09-07 18:50:00,JPY,Low Impact Expected,M2 Money Stock y/y,2.8%,2.6%,2.7%
2010-09-07 20:30:00,AUD,High Impact Expected,Home Loans m/m,1.7%,1.1%,-3.2%
2010-09-07 22:45:00,JPY,Low Impact Expected,30-y Bond Auction,1.99|4.2,,1.95|4.1
2010-09-08 00:00:00,JPY,Medium Impact Expected,BOJ Monthly Report,,,
2010-09-08 00:00:00,JPY,Low Impact Expected,Economy Watchers Sentiment,45.1,50.3,49.8
2010-09-08 01:00:00,EUR,Low Impact Expected,German Trade Balance,12.7B,12.8B,12.4B
2010-09-08 01:45:00,EUR,Low Impact Expected,French Gov Budget Balance,-93.1B,,-61.7B
2010-09-08 01:45:00,EUR,Low Impact Expected,French Trade Balance,-4.2B,-4.1B,-3.7B
2010-09-08 02:00:00,GBP,High Impact Expected,Halifax HPI m/m,0.2%,-0.3%,0.7%
2010-09-08 02:45:00,EUR,Medium Impact Expected,German Buba President Weber Speaks,,,
2010-09-08 03:30:00,GBP,High Impact Expected,Manufacturing Production m/m,0.3%,0.3%,0.3%
2010-09-08 03:30:00,GBP,Low Impact Expected,Industrial Production m/m,0.3%,0.4%,-0.5%
2010-09-08 05:00:00,EUR,Medium Impact Expected,German Industrial Production m/m,0.1%,1.1%,-0.6%
2010-09-08 07:30:00,CAD,High Impact Expected,Building Permits m/m,-3.3%,-4.2%,6.9%
2010-09-08 08:00:00,CAD,High Impact Expected,BOC Rate Statement,,,
2010-09-08 08:00:00,CAD,High Impact Expected,Overnight Rate,1.00%,1.00%,0.75%
2010-09-08 08:57:00,GBP,Medium Impact Expected,NIESR GDP Estimate,0.7%,,1.3%
2010-09-08 09:00:00,CAD,High Impact Expected,Ivey PMI,65.9,55.9,54.0
2010-09-08 09:00:00,USD,Low Impact Expected,JOLTS Job Openings,3.04M,,2.86M
2010-09-08 12:00:00,USD,Medium Impact Expected,10-y Bond Auction,2.67|3.2,,2.73|3.0
2010-09-08 13:00:00,USD,Medium Impact Expected,Beige Book,,,
2010-09-08 14:00:00,USD,Low Impact Expected,Consumer Credit m/m,-3.6B,-4.2B,-1.0B
2010-09-08 17:45:00,NZD,Low Impact Expected,Manufacturing Sales q/q,3.1%,,1.4%
2010-09-08 18:50:00,JPY,Medium Impact Expected,BSI Manufacturing Index,13.3,6.3,10.0
2010-09-08 20:30:00,AUD,High Impact Expected,Employment Change,30.9K,27.2K,25.0K
2010-09-08 20:30:00,AUD,High Impact Expected,Unemployment Rate,5.1%,5.2%,5.3%
2010-09-08 22:00:00,AUD,Medium Impact Expected,RBA Assist Gov Debelle Speaks,,,
2010-09-09 00:00:00,JPY,Low Impact Expected,Consumer Confidence,42.4,43.8,43.3
2010-09-09 00:30:00,EUR,Low Impact Expected,French Final Private Payrolls q/q,0.1%,0.2%,0.2%
2010-09-09 01:00:00,EUR,Low Impact Expected,German Final CPI m/m,0.0%,0.0%,0.0%
2010-09-09 01:04:00,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,170.0%,,144.9%
2010-09-09 03:00:00,EUR,Medium Impact Expected,ECB Monthly Bulletin,,,
2010-09-09 03:30:00,GBP,Medium Impact Expected,Goods Trade Balance,-8.7B,-7.5B,-7.5B
2010-09-09 06:00:00,GBP,High Impact Expected,Asset Purchase Facility,200B,200B,200B
2010-09-09 06:00:00,GBP,High Impact Expected,Official Bank Rate,0.50%,0.50%,0.50%
2010-09-09 07:15:00,CAD,High Impact Expected,Housing Starts,183K,185K,189K
2010-09-09 07:30:00,CAD,High Impact Expected,Trade Balance,-2.7B,-0.8B,-1.8B
2010-09-09 07:30:00,CAD,Medium Impact Expected,NHPI m/m,-0.1%,0.1%,0.1%
2010-09-09 07:30:00,USD,High Impact Expected,Trade Balance,-42.8B,-47.4B,-49.8B
2010-09-09 07:30:00,USD,High Impact Expected,Unemployment Claims,451K,470K,478K
2010-09-09 09:00:00,EUR,Medium Impact Expected,German Buba President Weber Speaks,,,
2010-09-09 09:30:00,USD,Low Impact Expected,Natural Gas Storage,58B,51B,54B
2010-09-09 10:00:00,USD,Medium Impact Expected,Crude Oil Inventories,-1.9M,0.7M,3.4M
2010-09-09 12:00:00,USD,Low Impact Expected,30-y Bond Auction,3.82|2.7,,3.95|2.8
2010-09-09 17:45:00,NZD,Low Impact Expected,Overseas Trade Index q/q,2.1%,3.4%,6.1%
